id	sp_tag	sp_sp	sp_other	sp_csposition	tm_expaa	tm_first60	tm_predhel	tm_topology	tm_spcleaved	sl_location	sl_membrane	sl_nucleus	sl_cytoplasm	sl_extracellular	sl_mitochondrion	sl_cell_membrane	sl_ER	sl_plastid	sl_golgi	sl_lyso_vac	sl_peroxysome	seq_len	mol_wt	instab_idx	mean_vihinen_flex	mean_kd_hydro	mean_rose_hydro	gravy	isoelec_point	charge_at_pH	molar_ext_coef	tiny	small	aliphatic	aromatic	non_polar	polar	charged	basic	acidic	helix	turn	sheet	spp
Minc3s00086g04105	SP(Sec/SPI)	0.94935	0.05065	CS pos: 30-31. TVA-CG. Pr: 0.3983	44.49	38.99	2	i5-27o42-64i	1	Extracellular	0.0088	0.0002	0.0014	0.7513	0.0021	0.0185	0.0048	0.0138	0.0039	0.204	0.0	102	9300.558099999998	36.71176470588232	0.985084997439836	0.8123711340206187	0.7720471281296023	0.7137254901960763	8.060691642761231	0.9473836576466252	5095	0.6372549019607843	0.892156862745098	0.1764705882352941	0.1666666666666666	0.892156862745098	0.1078431372549019	0.0294117647058823	0.0294117647058823	0.0	0.2549019607843137	0.4705882352941176	0.1176470588235294	minc
Minc3s00094g04359	OTHER	0.019885	0.980115		0.06	0.05	0	o	0	Extracellular	0.0034	0.0152	0.165	0.7303	0.0152	0.0012	0.0021	0.0529	0.0001	0.0157	0.0023	209	22609.1238	34.69521531100478	0.9996488690476192	-0.2852240896358542	0.725532212885154	-0.2622009569377989	8.76139850616455	4.058521018652041	32930	0.3923444976076555	0.5167464114832535	0.2392344497607655	0.1196172248803827	0.5167464114832535	0.4832535885167464	0.1961722488038277	0.1196172248803827	0.0765550239234449	0.277511961722488	0.3014354066985646	0.138755980861244	minc
Minc3s00096g04440	SP(Sec/SPI)	0.992391	0.007609	CS pos: 19-20. TNA-AS. Pr: 0.7031	0.00	0.00	0	o	1	Extracellular	0.0082	0.0003	0.0017	0.7611	0.0028	0.0005	0.1998	0.0001	0.0002	0.0334	0.0	189	21259.1876	35.57306878306877	1.016765806878307	-0.5585403726708075	0.698082298136646	-0.5328042328042334	5.715069770812988	-2.8316739168232203	5960	0.238095238095238	0.4656084656084656	0.3333333333333333	0.0582010582010582	0.4656084656084656	0.5343915343915344	0.3439153439153439	0.1693121693121693	0.1746031746031746	0.2751322751322751	0.1746031746031746	0.3597883597883597	minc
Minc3s00111g04880	SP(Sec/SPI)	0.993441	0.006559	CS pos: 20-21. TEG-AG. Pr: 0.7324	1.99	1.71	0	o	1	Extracellular	0.0001	0.0	0.0004	0.9943	0.0002	0.0	0.0017	0.0	0.0	0.0032	0.0	149	15852.04629999999	23.404697986577176	1.001009948979592	-0.0540674603174603	0.7266865079365079	-0.0583892617449664	8.704537391662598	2.1086705279047884	10220	0.4093959731543624	0.5302013422818792	0.261744966442953	0.0738255033557046	0.5302013422818792	0.4697986577181208	0.1879194630872483	0.1073825503355704	0.0805369127516778	0.2483221476510066	0.2684563758389262	0.2214765100671141	minc
Minc3s00122g05244	OTHER	0.000404	0.999596		0.14	0.00	0	o	0	Cytoplasm	0.0212	0.1011	0.6368	0.0003	0.0017	0.0073	0.01	0.0047	0.0324	0.2049	0.0007	261	29668.18480000002	47.87632183908044	1.00982492441421	-0.5421316964285714	0.7100167410714285	-0.5517241379310345	4.6360383987426745	-17.923681870728537	26150	0.2605363984674329	0.4712643678160919	0.2720306513409961	0.0804597701149425	0.4712643678160919	0.528735632183908	0.3295019157088122	0.1340996168582375	0.1954022988505747	0.2796934865900383	0.1762452107279693	0.3218390804597701	minc
Minc3s00127g05433	SP(Sec/SPI)	0.970744	0.029256	CS pos: 22-23. AFG-EV. Pr: 0.7564	0.00	0.00	0	o	1	Endoplasmic_reticulum	0.2073	0.0008	0.0006	0.0714	0.0037	0.0008	0.9082	0.0003	0.0063	0.0078	0.0	415	48692.30750000005	36.08122891566262	1.0231704492141684	-1.222020905923345	0.689397212543554	-1.2045783132530108	4.640926551818848	-42.79974859614991	84130	0.1831325301204819	0.4192771084337349	0.180722891566265	0.1253012048192771	0.4192771084337349	0.5807228915662651	0.4457831325301205	0.1831325301204819	0.2626506024096385	0.2481927710843373	0.1855421686746987	0.236144578313253	minc
Minc3s00127g05453	OTHER	0.096061	0.903939		20.41	20.41	1	i5-27o	0	Endoplasmic_reticulum	0.9772	0.0039	0.0091	0.0001	0.1119	0.0489	0.4626	0.0512	0.3038	0.008	0.0003	536	61589.82440000022	41.5679104477612	1.017075652841782	-0.8719128329297822	0.6970110304008609	-0.8662313432835802	5.709726905822754	-12.71667912967942	14690	0.2145522388059701	0.3824626865671641	0.2705223880597014	0.0652985074626865	0.3824626865671641	0.6175373134328358	0.3694029850746269	0.1847014925373134	0.1847014925373134	0.2481343283582089	0.167910447761194	0.3097014925373134	minc
Minc3s00139g05823	SP(Sec/SPI)	0.997658	0.002342	CS pos: 20-21. INA-AP. Pr: 0.9720	0.00	0.00	0	o	1	Extracellular	0.0002	0.0001	0.0002	0.9898	0.0001	0.0004	0.0046	0.0	0.0	0.0047	0.0	374	40571.05839999999	27.992272727272727	1.0063534572733204	-0.4933023615950446	0.7112891986062718	-0.4919786096256687	9.332846260070802	14.05579451182815	58705	0.3449197860962567	0.5080213903743316	0.2647058823529412	0.1096256684491978	0.5080213903743316	0.4919786096256684	0.2112299465240641	0.1336898395721925	0.0775401069518716	0.2700534759358289	0.3101604278074866	0.2032085561497326	minc
Minc3s00139g05824	SP(Sec/SPI)	0.996137	0.003863	CS pos: 20-21. ANA-DD. Pr: 0.9274	0.00	0.00	0	o	1	Extracellular	0.0017	0.0005	0.005	0.7907	0.0014	0.0005	0.1398	0.0009	0.0002	0.0609	0.0	203	21982.87529999999	40.64142857142858	1.0078419857633776	-0.4946608946608947	0.7152741702741702	-0.4862068965517245	4.537934303283691	-13.85492276414955	21680	0.3251231527093596	0.5024630541871921	0.2561576354679803	0.0886699507389162	0.5024630541871921	0.4975369458128078	0.2463054187192118	0.0985221674876847	0.147783251231527	0.270935960591133	0.3201970443349753	0.1970443349753694	minc
Minc3s00141g05855	SP(Sec/SPI)	0.99592	0.00408	CS pos: 21-22. SLA-KN. Pr: 0.9243	0.00	0.00	0	i	1	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72	8260.507100000003	49.09027777777778	1.0072811791383218	-0.8968017057569296	0.7061407249466951	-0.9305555555555556	9.938655662536618	6.389614595477246	125	0.1944444444444444	0.4861111111111111	0.1805555555555555	0.1805555555555555	0.4861111111111111	0.5138888888888888	0.3472222222222222	0.2777777777777778	0.0694444444444444	0.2083333333333333	0.3055555555555556	0.1527777777777778	minc
Minc3s00173g06738	SP(Sec/SPI)	0.996421	0.003579	CS pos: 20-21. TEG-AG. Pr: 0.7409	0.21	0.10	0	o	1	Extracellular	0.0004	0.0002	0.0139	0.7913	0.0017	0.0013	0.0332	0.0005	0.0003	0.1576	0.0	174	18863.74050000001	31.76724137931033	0.9996999999999998	0.0882502113271344	0.7303550295857989	0.1132183908045977	7.565463066101076	0.0654868385332214	4720	0.3448275862068966	0.5344827586206897	0.2816091954022988	0.0804597701149425	0.5344827586206897	0.4655172413793104	0.2183908045977011	0.1149425287356321	0.1034482758620689	0.3045977011494253	0.2298850574712643	0.1954022988505747	minc
Minc3s00173g06739	SP(Sec/SPI)	0.989329	0.010671	CS pos: 20-21. TEG-MN. Pr: 0.9029	0.09	0.09	0	o	1	Extracellular	0.0008	0.0002	0.0074	0.9098	0.0045	0.0003	0.0521	0.0012	0.0001	0.0245	0.0	181	19760.75910000001	37.332596685082855	1.006753529900332	-0.2100649350649351	0.7173295454545454	-0.2044198895027625	8.89426784515381	4.076667320267767	6210	0.2762430939226519	0.5248618784530386	0.2762430939226519	0.0718232044198895	0.5248618784530386	0.4751381215469613	0.2265193370165745	0.1325966850828729	0.0939226519337016	0.287292817679558	0.2707182320441988	0.1933701657458563	minc
Minc3s00191g07172	OTHER	0.000401	0.999599		0.15	0.00	0	o	0	Cytoplasm	0.0196	0.0961	0.6467	0.0003	0.0016	0.0075	0.0095	0.0044	0.0312	0.2019	0.0008	261	29612.161300000025	45.88934865900382	1.0098130196523052	-0.5288504464285715	0.7098604910714286	-0.5386973180076632	4.661559104919434	-16.92769301545237	26150	0.264367816091954	0.4712643678160919	0.2720306513409961	0.0804597701149425	0.4712643678160919	0.5287356321839081	0.3256704980842911	0.1340996168582375	0.1915708812260536	0.2796934865900383	0.1762452107279693	0.318007662835249	minc
Minc3s00234g08205	SP(Sec/SPI)	0.999644	0.000356	CS pos: 21-22. AYA-EI. Pr: 0.9118	13.03	13.03	0	o	1	Extracellular	0.0	0.0	0.0001	0.9988	0.0001	0.0	0.0001	0.0	0.0	0.001	0.0	74	8239.615999999998	35.20283783783783	0.9867115384615384	0.3805383022774327	0.7563354037267082	0.2797297297297298	8.183697319030763	1.0035588056288829	4845	0.3783783783783784	0.6756756756756758	0.2297297297297297	0.1756756756756756	0.6756756756756758	0.3243243243243243	0.2162162162162162	0.1216216216216216	0.0945945945945946	0.3108108108108108	0.2027027027027027	0.2702702702702703	minc
Minc3s00239g08307	OTHER	0.001956	0.998044		0.08	0.05	0	o	0	Cytoplasm	0.0194	0.0104	0.5084	0.2425	0.0483	0.0038	0.0046	0.1116	0.0005	0.0423	0.0275	126	13685.225699999984	21.776190476190465	1.0045575905575903	-0.1974025974025974	0.7216528925619834	-0.2174603174603173	5.78049144744873	-1.830290845252236	18575	0.3492063492063492	0.5476190476190476	0.2857142857142857	0.119047619047619	0.5476190476190476	0.4523809523809523	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.3015873015873015	0.2777777777777778	0.2301587301587301	minc
Minc3s00271g09100	SP(Sec/SPI)	0.9936	0.0064	CS pos: 21-22. TNG-TS. Pr: 0.5922	1.02	0.00	0	o	1	Endoplasmic_reticulum	0.4229	0.0005	0.0014	0.1599	0.0025	0.1111	0.5854	0.0001	0.0043	0.1346	0.0002	458	53240.379000000015	46.652227074235846	1.0023093912397922	-0.4969410280668558	0.7207064017660043	-0.4737991266375542	5.928784370422362	-4.9800442898526285	113830	0.2379912663755458	0.5240174672489083	0.2401746724890829	0.131004366812227	0.5240174672489083	0.4759825327510917	0.259825327510917	0.131004366812227	0.1288209606986899	0.3187772925764192	0.2270742358078602	0.2510917030567686	minc
Minc3s00275g09180	SP(Sec/SPI)	0.98181	0.01819	CS pos: 20-21. IAG-QC. Pr: 0.3680	0.01	0.01	0	o	1	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465	49952.67270000007	35.85703225806451	1.001627375730994	-0.4512111801242235	0.7204161490683231	-0.4389247311827953	5.637882423400878	-8.41073018652748	89975	0.4258064516129032	0.5010752688172043	0.210752688172043	0.1053763440860215	0.5010752688172043	0.4989247311827957	0.1870967741935484	0.0946236559139785	0.0924731182795698	0.2279569892473118	0.3139784946236559	0.1419354838709677	minc
Minc3s00338g10488	SP(Sec/SPI)	0.967908	0.032092	CS pos: 22-23. VNG-FC. Pr: 0.9403	0.00	0.00	0	o	1	Extracellular	0.0012	0.0001	0.001	0.9821	0.0013	0.0004	0.0097	0.0001	0.0001	0.0052	0.0	128	14458.047599999984	35.364218749999985	1.004841536614646	-0.5369337979094077	0.720185830429733	-0.5070312499999999	5.820676612854004	-1.8777910708536825	17210	0.2890625	0.515625	0.2109375	0.125	0.515625	0.484375	0.28125	0.140625	0.140625	0.296875	0.28125	0.15625	minc
Minc3s00340g10545	SP(Sec/SPI)	0.995032	0.004968	CS pos: 21-22. INS-KP. Pr: 0.8925	0.00	0.00	0	o	1	Extracellular	0.0	0.0	0.0	0.9998	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	93	10595.010899999994	44.71827956989246	1.001733985260771	-0.2222402597402597	0.7260876623376623	-0.2053763440860216	9.80385227203369	2.257897089397924	8480	0.2795698924731182	0.5376344086021505	0.2365591397849462	0.1397849462365591	0.5376344086021505	0.4623655913978494	0.2365591397849462	0.1397849462365591	0.0967741935483871	0.3225806451612903	0.3225806451612903	0.2150537634408602	minc
Minc3s00365g11061	SP(Sec/SPI)	0.966696	0.033304	CS pos: 24-25. TEA-KD. Pr: 0.9391	0.00	0.00	0	o	1	Endoplasmic_reticulum	0.036	0.0004	0.0001	0.4058	0.0006	0.0006	0.5575	0.0	0.0085	0.0264	0.0	327	37757.86860000008	49.28657492354739	1.031770739742438	-1.3573646850044363	0.6796273291925466	-1.3636085626911296	4.810590934753418	-31.68306623238886	10095	0.2232415902140672	0.3302752293577982	0.1620795107033639	0.0948012232415902	0.3302752293577982	0.6697247706422018	0.45565749235474	0.1926605504587156	0.2629969418960244	0.1865443425076452	0.2232415902140672	0.3180428134556575	minc
Minc3s00365g11068	OTHER	0.001747	0.998253		1.79	0.00	0	o	0	Cytoplasm	0.063	0.0509	0.6338	0.0062	0.0518	0.0041	0.0241	0.0212	0.002	0.0344	0.1715	203	23567.08070000001	37.70502463054187	1.000987849779087	-0.2356421356421356	0.7248701298701298	-0.2389162561576353	6.76215763092041	-0.8132114458352646	23380	0.1921182266009852	0.5911330049261084	0.270935960591133	0.1625615763546798	0.5911330049261084	0.4088669950738916	0.2857142857142857	0.1477832512315271	0.1379310344827586	0.3694581280788177	0.2019704433497537	0.2758620689655172	minc
Minc3s00365g11074	SP(Sec/SPI)	0.773046	0.226954	CS pos: 19-20. VLA-VN. Pr: 0.5810	0.05	0.00	0	o	1	Extracellular	0.0211	0.0011	0.0122	0.816	0.004	0.0034	0.0932	0.0005	0.0008	0.0687	0.0003	332	36984.154900000045	29.64466867469879	0.9968311219224534	-0.1022280471821756	0.7280646570554827	-0.069277108433735	8.717753410339355	4.943167526079577	61350	0.2951807228915662	0.572289156626506	0.2951807228915662	0.1265060240963855	0.572289156626506	0.4277108433734939	0.1716867469879518	0.0993975903614457	0.072289156626506	0.3343373493975904	0.2620481927710843	0.2228915662650602	minc
Minc3s00371g11166	SP(Sec/SPI)	0.547791	0.452209	CS pos: 25-26. ANG-RH. Pr: 0.4614	0.05	0.00	0	o	1	Extracellular	0.2728	0.0152	0.0064	0.3314	0.0482	0.0408	0.1933	0.0025	0.1938	0.1653	0.0031	712	82811.1381000002	52.648497191011415	1.0081825509720246	-0.9932511618508792	0.7070701151747828	-0.974859550561797	6.104530525207519	-18.9261359397366	92850	0.2050561797752809	0.4606741573033708	0.2022471910112359	0.1615168539325842	0.4606741573033708	0.5393258426966293	0.3117977528089888	0.1713483146067415	0.1404494382022472	0.2556179775280899	0.2654494382022472	0.2078651685393258	minc
Minc3s00381g11354	SP(Sec/SPI)	0.750723	0.249277	CS pos: 22-23. SFG-FG. Pr: 0.3111	0.00	0.00	0	o	1	Extracellular	0.0937	0.012	0.0127	0.5829	0.0571	0.0051	0.2124	0.0006	0.0432	0.0736	0.0002	192	21824.262899999987	54.3375	1.001498503773094	-0.4430863254392666	0.7191520244461421	-0.471875	6.108281898498535	-1.8139226165812337	15595	0.2499999999999999	0.4791666666666667	0.2447916666666666	0.109375	0.4791666666666667	0.5208333333333333	0.1822916666666666	0.09375	0.0885416666666666	0.3020833333333333	0.28125	0.1770833333333333	minc
Minc3s00451g12535	SP(Sec/SPI)	0.996858	0.003142	CS pos: 24-25. TEG-FG. Pr: 0.9056	0.00	0.00	0	o	1	Extracellular	0.0001	0.0001	0.0129	0.9838	0.0	0.0003	0.0006	0.0	0.0001	0.0023	0.0	186	20192.49099999999	53.116720430107534	0.9936038471885932	0.0896606156274664	0.7403551696921864	0.0865591397849461	8.817550468444825	5.9508180698395385	8200	0.3279569892473118	0.618279569892473	0.2795698924731182	0.0967741935483871	0.618279569892473	0.3817204301075269	0.1720430107526881	0.1182795698924731	0.053763440860215	0.3010752688172042	0.3118279569892473	0.1935483870967742	minc
Minc3s00465g12805	SP(Sec/SPI)	0.998806	0.001194	CS pos: 23-24. STS-NC. Pr: 0.5506	3.46	3.45	0	o	1	Extracellular	0.0002	0.0	0.0	0.9992	0.0	0.0001	0.0004	0.0	0.0	0.0003	0.0	390	38448.28549999997	46.45717948717948	1.0092076615423071	-0.5110204081632653	0.7131873840445269	-0.4964102564102562	8.831604576110841	5.903917751959552	28935	0.5282051282051282	0.5717948717948719	0.1461538461538461	0.0897435897435897	0.5717948717948719	0.4282051282051282	0.0897435897435897	0.0564102564102564	0.0333333333333333	0.1897435897435897	0.4538461538461539	0.1076923076923077	minc
Minc3s00485g13130	SP(Sec/SPI)	0.999735	0.000265	CS pos: 18-19. IWA-EC. Pr: 0.6959	0.00	0.00	0	o	1	Extracellular	0.0002	0.0002	0.0003	0.9978	0.0001	0.0002	0.0011	0.0	0.0	0.0004	0.0	211	23988.955300000016	40.72559241706161	1.0080648279113626	-0.6040221914008322	0.709611650485437	-0.5729857819905216	5.439457511901855	-5.152621691929582	28140	0.3601895734597156	0.4407582938388625	0.2037914691943127	0.1090047393364928	0.4407582938388625	0.5592417061611374	0.2748815165876777	0.1327014218009478	0.1421800947867298	0.2417061611374407	0.1848341232227488	0.2417061611374407	minc
Minc3s00489g13198	SP(Sec/SPI)	0.999122	0.000878	CS pos: 17-18. STS-QQ. Pr: 0.4179	0.00	0.00	0	o	1	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209	21834.920499999967	67.28181818181818	1.0177338095238095	-0.8879551820728292	0.6950140056022409	-0.8622009569377989	6.419134330749511	-1.961131180639292	7950	0.3971291866028708	0.5167464114832535	0.1626794258373205	0.0717703349282296	0.5167464114832535	0.4832535885167464	0.2057416267942584	0.1100478468899521	0.0956937799043062	0.1339712918660286	0.3971291866028708	0.1770334928229665	minc
Minc3s00497g13327	SP(Sec/SPI)	0.936876	0.063124	CS pos: 17-18. IIA-DD. Pr: 0.8420	0.00	0.00	0	o	1	Extracellular	0.0009	0.0022	0.0026	0.8972	0.0032	0.0001	0.0868	0.0	0.0001	0.0077	0.0	261	29645.7242	42.38659003831418	1.0196253779289497	-1.011941964285714	0.6971205357142858	-0.9800766283524904	4.065431785583496	-36.857697438299056	9190	0.2030651340996168	0.3908045977011494	0.2068965517241379	0.0727969348659003	0.3908045977011494	0.6091954022988505	0.2988505747126437	0.0842911877394636	0.21455938697318	0.2413793103448275	0.2911877394636015	0.2413793103448275	minc
Minc3s00519g13664	SP(Sec/SPI)	0.982304	0.017696	CS pos: 22-23. NNA-RT. Pr: 0.3308	0.00	0.00	0	o	1	Extracellular	0.0013	0.0001	0.0	0.9835	0.0	0.0001	0.0161	0.0	0.0	0.0001	0.0	316	34546.77249999996	43.73069620253165	1.0295265239646347	-1.1597152044097383	0.675016077170418	-1.1601265822784776	8.937074851989749	5.220651513185771	10430	0.2753164556962025	0.4335443037974683	0.2120253164556962	0.050632911392405	0.4335443037974683	0.5664556962025318	0.3639240506329114	0.1993670886075949	0.1645569620253164	0.1424050632911392	0.2531645569620253	0.2816455696202531	minc
Minc3s00520g13673	SP(Sec/SPI)	0.998352	0.001648	CS pos: 20-21. IKA-AP. Pr: 0.9459	0.00	0.00	0	o	1	Extracellular	0.0001	0.0	0.0	0.9984	0.0	0.0001	0.0006	0.0	0.0	0.0009	0.0	506	53300.36180000007	24.00102766798419	1.0065177733065056	-0.3633875106929	0.714781864841745	-0.358893280632411	8.397667884826664	3.0274511107062096	71320	0.3952569169960475	0.5098814229249012	0.2569169960474308	0.0988142292490118	0.5098814229249012	0.4901185770750988	0.1640316205533596	0.0928853754940711	0.0711462450592885	0.2608695652173913	0.3596837944664031	0.1798418972332016	minc
Minc3s00566g14364	OTHER	0.091599	0.908401		0.12	0.12	0	o	0	Extracellular	0.0017	0.0043	0.0832	0.8692	0.0217	0.0007	0.0014	0.0099	0.0	0.0087	0.0008	209	22595.140300000003	33.65980861244017	1.000193869047619	-0.3063025210084034	0.7242086834733894	-0.2827751196172248	9.011277961730958	6.054690956162725	32930	0.3971291866028708	0.5119617224880382	0.2344497607655502	0.1196172248803827	0.5119617224880382	0.4880382775119617	0.1866028708133971	0.1196172248803827	0.0669856459330143	0.2727272727272727	0.3062200956937799	0.138755980861244	minc
Minc3s00583g14627	OTHER	0.000221	0.999779		0.00	0.00	0	o	0	Nucleus	0.0905	0.9404	0.0385	0.0071	0.0112	0.0016	0.0003	0.0	0.0007	0.0001	0.0	204	23001.900100000003	40.70735294117648	1.0382385836385837	-1.6460875807609474	0.6656783919597992	-1.6215686274509793	4.732551002502441	-18.872385953151216	7740	0.2745098039215686	0.2941176470588235	0.142156862745098	0.034313725490196	0.2941176470588235	0.7058823529411765	0.4950980392156863	0.2107843137254902	0.284313725490196	0.1029411764705882	0.1813725490196078	0.2549019607843137	minc
